"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Rv0670",2585.99064875785,0.209774913148783,0.0684408510992644,0.00200260959556196,0.00474635182452318
"Rv0671",1285.19848725932,-0.169194664069191,0.0683910946417614,0.0106090887014378,0.0215707289190276
"Rv0672",3896.74619498646,0.0862920968339927,0.078407379571639,0.251504019891295,0.336438441677658
"Rv0673",1111.25404864396,0.070936800803642,0.0755846196643186,0.330946697462843,0.4229354163913
"Rv0674",399.587902506836,0.12212312987037,0.0898497976558707,0.150104236083513,0.218668332199316
"Rv0675",312.341091637066,0.129453855833823,0.0983921561895007,0.160756207030881,0.232145038257739
"Rv0676c",4239.58681203803,-0.309354007329306,0.0697573611096892,4.51798571678202e-06,1.75297845811142e-05
"Rv0677c",956.498643298546,-0.347613017628054,0.111498877825767,0.00072527360880719,0.00189691639664257
"Rv0678",510.524011108727,-0.282164385484061,0.103907058320892,0.00354754423347974,0.00797996799578558
"Rv0679c",420.437986744112,-0.533078223289318,0.0922178262850883,1.48704485670080e-09,9.87308413205186e-09
"Rv0680c",391.809815606387,-0.592391495065638,0.0970656075246968,1.74534585801808e-10,1.32214104330246e-09
"Rv0681",620.519004781101,-0.0130058753503309,0.0824656418840218,0.863772738371842,0.901633643177117
"Rv0682",2219.77699540794,-0.126870447860402,0.109326814829944,0.204381624267154,0.282329183643791
"Rv0683",1742.41658274597,-0.17268080303102,0.0858007651245796,0.0345105846667698,0.0608641220486667
"Rv0684",14579.4906441896,-0.0647860993282143,0.0533437083021047,0.204210839908407,0.282191282250082
"Rv0685",18232.4377927791,-0.109015670265326,0.0607489145948278,0.0647091332492028,0.10607923451446
"Rv0686",944.003602058455,0.0896409391161694,0.0727627313402205,0.203414643960942,0.281384361402667
"Rv0687",260.2107904263,0.0822599910808675,0.0967212640470837,0.365878297835138,0.458442971168981
"Rv0688",1055.70947601293,0.63714105047324,0.0695711290764252,8.80327887906815e-21,2.32870004926752e-19
"Rv0689c",20.6208780699722,0.0573413152113629,0.218776393317847,0.691234335515361,0.760032887018134
"Rv0690c",3077.39925649424,-0.655789321704775,0.0801093996521438,4.71350487655353e-17,8.08000383364371e-16
"Rv0691A",5.1233416617865,0.0481187807160757,0.26720360155895,0.647911397331068,0.722586547163673
"Rv0691c",488.672306884575,-0.353085707581593,0.106470203721331,0.000361850166907828,0.00100634833132338
"Rv0692",2383.02822818523,-0.917278341113133,0.133414225585553,6.02617283951871e-13,6.32350643344747e-12
"Rv0693",7048.87378308297,-0.68637240651446,0.0547723887752676,6.03912168109219e-37,4.70933076974581e-35
"Rv0694",5847.83636474775,-0.366153834703683,0.0478521079374017,7.83425274713067e-15,1.06701449230612e-13
"Rv0695",2286.37832719084,-0.147485738828055,0.0665727743872334,0.0225366788936621,0.0421582182314648
"Rv0696",3501.4617732832,-0.0392829244608816,0.0666039787348254,0.546800190917385,0.634001270926658
"Rv0697",680.425067847724,-0.25873753273868,0.102079094887462,0.00655042234790812,0.0139570280717885
"Rv0698",299.788558751257,-0.353036512356233,0.114267999993013,0.000785346733697277,0.00203076980488561
"Rv0699",2.98636987706742,-0.0102710543372438,0.274875591695943,0.880361582806255,0.915106642660867
"Rv0700",3690.35032056221,0.140983720067695,0.0908725194652704,0.101465853418314,0.156588940257911
"Rv0701",10469.7583916142,0.266341432776885,0.0759007945843712,0.000282524376573808,0.000805447631278878
"Rv0702",13455.904624603,0.240765273684465,0.0624269668867864,7.52456978262738e-05,0.000238258073451506
"Rv0703",1641.66336720638,0.307127898958878,0.0698091342545852,6.0390103856165e-06,2.29829132091836e-05
"Rv0704",13472.7868124965,0.0695749276092475,0.0721423625884902,0.316017994592148,0.406777716654338
"Rv0705",3986.25916478768,-0.146580369047077,0.103163682902165,0.132985316995218,0.197309868878052
"Rv0706",6875.51139280129,-0.249244882772513,0.0777905825404334,0.000844415405702221,0.00216800520883004
"Rv0707",9339.99510455111,-0.179403106851477,0.08023959887452,0.0189705946169815,0.0362623749564243
"Rv0708",2137.30650804487,-0.218421751355531,0.0988350716615257,0.0177778921203848,0.0341627668144031
"Rv0709",1660.58062656529,-0.255742485013185,0.10122113529905,0.00674808673723548,0.014328425495988
"Rv0710",2874.92126465903,-0.188010427715478,0.0980104441075895,0.0403768299844796,0.0699384376516879
"Rv0711",1640.87632103322,-0.345216479440032,0.0752622482255216,1.9326112181816e-06,8.04816210964213e-06
"Rv0712",556.525515755477,0.22871358438644,0.081167312436802,0.0031081765055597,0.00705951911057163
"Rv0713",930.838163595993,0.244360033036861,0.149551546677211,0.0579479530209892,0.0962250560185696
"Rv0714",1465.85216991228,-0.133698613274315,0.0779237153448795,0.0707691784672087,0.11436368255347
"Rv0715",1391.71479255272,0.0736368380862163,0.0564059315888665,0.180793869297265,0.25524217898304
"Rv0716",3185.80865656428,0.145881871338441,0.0514624359156498,0.00387486575291841,0.00861875900411438
"Rv0717",45.2434563244116,-4.11935314185934e-05,0.182617753488777,0.996181827120217,0.998189752193777
"Rv0718",1917.62109265138,-0.024717263059008,0.0542837733900453,0.619809117577716,0.699087027965563
"Rv0719",3143.59028634499,-0.0881460658773666,0.0621841580721638,0.144985566207575,0.212300293375378
"Rv0720",1358.12769781367,-0.107860053986362,0.0805293886910477,0.1581546389223,0.228886826417026
"Rv0721",6064.38357887656,-0.150835890762181,0.0672851720288366,0.0203965017365603,0.0386087041438841
"Rv0722",173.684860263654,-0.0404752758380676,0.108740689643163,0.69035766895559,0.759344413278756
"Rv0723",5056.74268583756,-0.112186246729845,0.0600892154465883,0.056179217777384,0.0936791400841325
"Rv0724",11626.4648319231,-0.26589957169779,0.0468599137803109,6.88419353549186e-09,4.21206733702325e-08
"Rv0724A",373.024796283293,0.211784436829688,0.145583197169476,0.0967841597188258,0.149945696611519
"Rv0725c",525.418288321363,-0.0737888291728633,0.111678985893947,0.464557829627113,0.556825343106398
"Rv0726c",1229.22393560801,0.042789200634801,0.11462357065907,0.676824353800406,0.748693731472177
"Rv0727c",359.317024561534,-0.0566906198837069,0.0888126388290071,0.499110237617507,0.588722980866511
"Rv0728c",178.99912423045,0.345635586577821,0.123360566167654,0.00208930505155296,0.00493418419835279
"Rv0729",303.564705923462,0.876771333655525,0.100825560355024,4.03411786844894e-19,8.51059852251711e-18
"Rv0730",1961.09678940707,-0.387019869919576,0.0638643346501424,5.3346347797997e-10,3.76835568725816e-09
"Rv0731c",642.424627726954,-0.118114656464415,0.0730357014790017,0.093015772142139,0.145061752248903
"Rv0732",4466.40686788252,0.135116382487016,0.0726433467134953,0.055176979641454,0.0922399529357135
"Rv0733",1860.81270832355,0.225067823314422,0.073504317051025,0.00149619429288832,0.00366627523278918
"Rv0734",2206.31238307298,-0.0496254155809114,0.0917453087175302,0.561372768263294,0.648170161657943
"Rv0735",162.967877134946,-0.239906331396306,0.143312166932419,0.0541089941560812,0.0907215302524177
"Rv0736",241.537718751368,-0.0197523463185881,0.119646066263952,0.851189722569493,0.891071736419814
"Rv0737",56.0361185641493,0.346555628501002,0.193861799705961,0.0258373047423204,0.0471785862994528
"Rv0738",1442.29341135638,-0.789808572445561,0.092824967120039,2.16730825975172e-18,4.37532230915361e-17
"Rv0739",136.328782108151,-0.18634621904787,0.13226553709474,0.111668090619379,0.170677938659982
"Rv0740",410.623195935757,0.390201468898107,0.108139968696993,0.000107496731878528,0.000331406591225507
"Rv0741",374.492448475351,0.270839968010893,0.115962481536143,0.0101921239122821,0.0208080476381652
"Rv0742",168.2761519664,0.35290304068031,0.128677415218732,0.00234718379358983,0.00550073656282072
"Rv0743c",174.422831157127,-0.0775490098615526,0.110373159016523,0.442523373906222,0.533469371938479
"Rv0744c",139.135352845136,-0.0631341660073946,0.153173268284782,0.6234053776806,0.702545533305681
"Rv0745",32.6103917778833,-0.390758362934609,0.289415288101902,0.0398287474392697,0.0691094801771271
"Rv0746",473.434503398898,0.867846200320189,0.110380802367346,4.10058212435995e-16,6.49721717473287e-15
"Rv0747",759.77963546239,0.0326637886990093,0.077696434990428,0.654455051443987,0.728454447129229
"Rv0748",293.676992579426,0.786279906739063,0.18087267347875,1.50778294787558e-06,6.4201849932561e-06
"Rv0749",365.208659254068,0.289750542829219,0.128569018174982,0.0119512012767442,0.0239445478476632
"Rv0749A",0,NA,NA,NA,NA
"Rv0750",166.15993690169,-0.031010643786762,0.147415373392397,0.804807625676647,0.855350060747201
"Rv0751c",845.7019437415,0.403144889835161,0.125530145516554,0.000431850082735077,0.00118120204885653
"Rv0752c",1158.24384297542,0.700590920405561,0.217465693336983,0.000155751777684643,0.000467490430076849
"Rv0753c",2525.68514069607,0.769778991885171,0.131933938084126,6.16150143804704e-10,4.32938007404825e-09
"Rv0754",402.703568994771,0.251260190950935,0.122398253472227,0.0228137477538124,0.0426163808440169
"Rv0755A",7.38577527520376,0.0641154749992326,0.263140584616664,0.585457418225146,0.667344268352367
"Rv0755c",879.252767023268,0.518471825380261,0.138371783843392,3.95009147696296e-05,0.000131901879125791
"Rv0756c",1856.87096372943,-0.327888525575343,0.0666034848750754,4.09048601927304e-07,1.87850610838902e-06
"Rv0757",1825.59976061285,-0.00153345833254298,0.0679930175175373,0.980621212577659,0.987324193018064
"Rv0758",2351.78336480908,-0.232817845850076,0.0634329324718011,0.000162727860641068,0.000486807483677195
"Rv0759c",284.995962880749,-0.250100863628565,0.173668681204747,0.076486335636409,0.122116705947751
"Rv0760c",411.560729258843,-0.0343766197689967,0.0902832397256406,0.687032868523695,0.757297593713619
"Rv0761c",3467.12475975412,0.159548220231724,0.0793434033447613,0.0364531450945242,0.0638934147381766
"Rv0762c",201.182654553655,0.199172233574418,0.11681292967743,0.0610899266804403,0.100685718362251
"Rv0763c",5.68500599454271,0.118350253295102,0.293549778891759,0.27933820165384,0.367248934868536
"Rv0764c",581.219792619546,0.0284361288864381,0.0747491826464515,0.671733251498763,0.744768090663669
"Rv0765c",255.882556337435,-0.0346620644563489,0.101403997913246,0.714196358193639,0.779889872744674
"Rv0766c",260.192492385212,-0.0101983613449676,0.102284193389757,0.90923008499808,0.935093883640383
"Rv0767c",135.512962498304,-0.231592479622173,0.155009387145694,0.0770247137213766,0.122678128341976
"Rv0768",314.817445294507,-0.0607641971888368,0.0994421266193084,0.513068483216516,0.600669225125724
"Rv0769",270.460482875093,0.307265814339664,0.0997767265217628,0.0010219595612695,0.00258545367377151
"Rv0770",192.728974175821,0.07217942391236,0.12234844382514,0.522731113441944,0.610006349224944
"Rv0771",86.6624353213652,0.139591484089036,0.1675615089503,0.308120010363562,0.398702250310368
"Rv0772",507.333411684915,0.426732220209707,0.082723237331295,7.96179471769415e-08,4.13909249572152e-07
