"","x"
"Rv0830",0.016439157771566
"Rv0831c",0.00343791785051344
"Rv0832",0.000660990351308778
"Rv0833",0.0411925979918618
"Rv0834c",0.0376005025663581
"Rv0835",0.0051564385228984
"Rv0836c",0.0356478077858172
"Rv0837c",0.0302785238152559
"Rv0838",0.239799476879749
"Rv0839",0.0092073328459164
"Rv0840c",0.00428863637629233
"Rv0841",0.0569267032260268
"Rv0842",0.0321051216708637
"Rv0843",0.0961199493892425
"Rv0844c",0.00255289276862069
"Rv0845",0.00796898364363839
"Rv0846c",0.0107465741487145
"Rv0847",0.016857463519481
"Rv0848",0.0043126343367383
"Rv0849",0.0164396213241997
"Rv0850",0.000492888093187635
"Rv0851c",0.0174666383044059
"Rv0852",0.00750052083174938
"Rv0853c",0.0256527909850058
"Rv0854",0.0322399912387381
"Rv0855",0.0150906985369513
"Rv0856",0.00870172471720705
"Rv0857",0.00197000119268134
"Rv0858c",0.0135589241064046
"Rv0859",0.00182506196986436
"Rv0860",0.00348130706858084
"Rv0861c",0.0242547495736159
"Rv0862c",0.0053420716871647
"Rv0863",0.0232107408441928
"Rv0864",0.0594380435698758
"Rv0865",0.0889546617104902
"Rv0866",0.127364466667037
"Rv0867c",0.00498294957379101
"Rv0868c",0.00630251405424115
"Rv0869c",0.0165341609511982
"Rv0870c",0.00233777497359674
"Rv0871",6.78524669292022e-05
"Rv0872c",0.00104843246467942
"Rv0873",0.0322479768095592
"Rv0874c",0.0397541040182388
"Rv0875c",0.0279411225780985
"Rv0876c",0.00951458271395825
"Rv0877",0.00384493458810982
"Rv0878c",0.000501733033250131
"Rv0879c",0.0712809608817649
"Rv0880",0.00697926945500582
"Rv0881",0.013308927854752
"Rv0882",4.0426633188906e-05
"Rv0883c",0.0314385034527186
"Rv0884c",9.5897984101438e-05
"Rv0885",0.014750506764989
"Rv0886",0.004377139526973
"Rv0887c",0.00269687553751553
"Rv0888",0.0352831775589621
"Rv0889c",0.000192348211041042
"Rv0890c",0.0164420696362985
"Rv0891c",0.00451037106444662
"Rv0892",0.0473742687378192
"Rv0893c",0.0292930186803363
"Rv0894",0.0466381975217128
"Rv0895",0.00956800832626079
"Rv0896",0.0687898528695494
"Rv0897c",0.082274132644182
"Rv0898c",0.00235330251039825
"Rv0899",0.0166117095472968
"Rv0900",0
"Rv0901",0.00919904622842235
"Rv0902c",0.000180020894720709
"Rv0903c",0.00272513672721234
"Rv0904c",0.00816875740951278
"Rv0905",0.00362733133700011
"Rv0906",0.000734169115137808
"Rv0907",0.00283571149311037
"Rv0908",0.00664902111662784
"Rv0909",0
"Rv0910",0.0116077703790526
"Rv0911",0.0195829942035282
"Rv0912",0.0141601685258836
"Rv0913c",0.121858596229631
"Rv0914c",0.110600383092635
"Rv0915c",0.000519078872438532
"Rv0916c",0.000158631223224988
"Rv0917",0.000240003319058044
"Rv0918",0.00278060282396603
"Rv0919",0.0113055727604944
"Rv0920c",0.00492944792546012
"Rv0921",0.00120457756956346
"Rv0922",0.00760782974381654
"Rv0923c",0.000155122366677684
"Rv0924c",0.0247718208643225
"Rv0925c",0.0358800046355471
"Rv0926c",0.00967396408391969
"Rv0927c",0.0174371280450911
"Rv0928",0.00123548878662044
"Rv0929",0.00571544790333602
"Rv0930",0.0234936936683268
"Rv0931c",0.0422560881093024
"Rv0932c",0.0560382393224785
"Rv0933",0.0107405969432531
"Rv0934",0.0101186619292837
"Rv0935",0.00194574088624521
"Rv0936",0.000110662202366003
"Rv0937c",0.0063158190386121
"Rv0938",0.0614960010749187
"Rv0939",0.0136480616938939
"Rv0940c",0.00123360849454967
"Rv0941c",0.000360605664873441
"Rv0942",0.0139018719617255
"Rv0943c",0.00981159539739247
"Rv0944",0.00149112586799906
"Rv0945",0.0527237689687052
"Rv0946c",0.107718277084315
"Rv0947c",0.00452570208968908
"Rv0948c",0.00794384468060413
"Rv0949",0.0109659937931146
"Rv0950c",0.0440206844241775
"Rv0951",0.0153686659388754
"Rv0952",0.0107376858541162
"Rv0953c",0.000936086230035444
"Rv0954",0.0215935670669191
"Rv0955",0.00269529083778795
"Rv0956",0.00362078505723605
"Rv0957",0.0488481915770324
"Rv0958",0.00571155971471946
"Rv0959",2.67617371159526e-06
"Rv0959A",0.00914792580164683
"Rv0960",0.0086092329838131
"Rv0961",0.000553147619656971
"Rv0962c",0.00307808813087615
"Rv0963c",0.0240494319155287
"Rv0964c",0.0288720787751839
"Rv0965c",5.29046691293509e-05
"Rv0966c",0.0195899411739872
"Rv0967",0.0033759363477741
"Rv0968",0.00804083854568698
"Rv0969",0.00818916635723758
"Rv0970",0.0127594044776454
"Rv0971c",6.90472441911807e-05
"Rv0972c",0.0076747003219872
"Rv0973c",0.0147170957856728
"Rv0974c",0.0608867024084495
"Rv0975c",0.0452007604105218
"Rv0976c",0.0542406146520148
"Rv0977",0.0265262487935792
"Rv0978c",0.00627814568566772
"Rv0979A",0
"Rv0979c",2.55998439131685e-06
"Rv0980c",0.0301976559847442
"Rv0981",0.0305366484860682
"Rv0982",0.0121138142665729
"Rv0983",0.000132876737731524
"Rv0984",0.0012675299484215
"Rv0985c",0.0156823584807482
"Rv0986",0.014517215117967
"Rv0987",0.004216230319169
"Rv0988",0.0042928732219758
"Rv0989c",0.0105776639475731
"Rv0990c",0.0356778474155336
"Rv0991c",0.151058250925485
"Rv0992c",0.110889207760352
"Rv0993",0.0161529533615706
"Rv0994",0.0238222021403704
"Rv0995",0.00858541672475014
"Rv0996",0.00162155974261809
"Rv0997",0.136711389070346
"Rv0998",0.0016343477331011
"Rv0999",0.0422619545649031
"Rv1000c",0.0203480435251899
"Rv1001",0.00527340945172619
"Rv1002c",0.00718410224273258
"Rv1003",0.0284773523526136
"Rv1004c",0.00180220088293329
"Rv1005c",0.0929966255742693
"Rv1006",0.000572385685858882
"Rv1007c",0.00766506793574035
"Rv1008",0.00597960980533244
"Rv1009",0.0925279251731385
"Rv1010",0.0393396213052259
"Rv1011",0.0119365265074814
"Rv1012",0.0315508005312425
"Rv1013",0.00220784978835027
"Rv1014c",0.00785374283232227
"Rv1015c",0.00639354767014278
"Rv1016c",0.0400667548712216
"Rv1017c",0.00338431886036639
"Rv1018c",0.000285389214005206
"Rv1019",0.0744468946287341
"Rv1020",0.00215570492514793
"Rv1021",0.0124779076546935
"Rv1022",0.0124492798049261
"Rv1023",0.00184250566609723
"Rv1024",0.000446295074070556
"Rv1025",0.000668587938566906
"Rv1026",0.00127622205315476
"Rv1027c",0.0199532642206782
"Rv1028A",0
"Rv1028c",0.0695605577640363
"Rv1029",0.00842020597504911
"Rv1030",0.0189451838332744
"Rv1031",0.000595608689154991
"Rv1032c",0.00641066797105608
"Rv1033c",0.0238478311145432
"Rv1034c",0.0561234737932184
"Rv1035c",0.0103880420608644
"Rv1036c",1.04869092376077e-07
"Rv1037c",0.0256326262285766
"Rv1038c",0.126934176035151
"Rv1039c",0.078173135833121
"Rv1040c",0.193275869511378
"Rv1041c",0.214583817708775
"Rv1042c",0.121422822142628
"Rv1043c",0.000287448761510761
"Rv1044",0.00898999960217815
"Rv1045",0.0409252129083736
"Rv1046c",0.0560270242802321
"Rv1047",0.000200860521993811
"Rv1048c",0.00821309416167611
"Rv1049",0.0160191730900946
"Rv1050",0.00596358097245408
"Rv1051c",0.000589721167589781
"Rv1052",0.0456790614676821
"Rv1053c",0.00382588357778517
"Rv1054",0.00824222126427385
"Rv1055",0
"Rv1056",0.00350942659149302
"Rv1057",0.045429062905908
"Rv1058",0.0410419636240965
"Rv1059",0.0497282169835693
"Rv1060",0.0343222801494134
"Rv1061",0.0353860335359919
"Rv1062",0.0144247503140678
"Rv1063c",0.014560337423521
"Rv1064c",0.0430039528161205
"Rv1065",0.0135953870955676
"Rv1066",0.00571987184157667
"Rv1067c",0.00328542736387289
"Rv1068c",0.0161660221218694
"Rv1069c",0.0135445509243335
"Rv1070c",0.0621674153219746
"Rv1071c",0.0471524741525948
"Rv1072",0.00948058366995831
"Rv1073",8.20217455355178e-05
"Rv1074c",0.0227996293796697
"Rv1075c",0.0118587326134464
"Rv1076",0.00249753787980119
"Rv1077",0.0267064735441339
"Rv1078",0.00782888568887843
"Rv1079",0.00768443358169079
"Rv1080c",0.00147093682238592
"Rv1081c",0.0511659985269136
"Rv1082",0.000333471916916063
"Rv1083",0.00181448182827651
"Rv1084",0.00368002866154198
"Rv1085c",0.012722217956273
"Rv1086",0.026906718730134
"Rv1087",0.0039420609920493
"Rv1087A",0.0148749130940116
"Rv1088",0.00383439907296552
"Rv1089",0.00238813386600847
"Rv1089A",0
"Rv1090",0.00158837392463412
"Rv1091",0.0114819997620641
"Rv1092c",0.0100327566127271
"Rv1093",0.00526918360810432
"Rv1094",0.0176236742757959
"Rv1095",0.0163794055890458
"Rv1096",0.00147114634669746
"Rv1097c",0.0216434276761669
"Rv1098c",0.00838579604509656
"Rv1099c",0.0184831271546491
"Rv1100",0.0571550990317004
"Rv1101c",0.012569898602659
"Rv1102c",0.0015622545201006
"Rv1103c",0.000375383273950472
"Rv1104",0.00684240784744981
"Rv1105",0.0066228306771082
"Rv1106c",0.00180099777860798
"Rv1107c",0.000224487555087947
"Rv1108c",0.0112028167806088
"Rv1109c",0.00740244076689428
"Rv1110",0.0567174158892984
"Rv1111c",0.00502486529871132
"Rv1112",0.00320721750626637
"Rv1113",0.00770879246120385
"Rv1114",0.000197506328031015
"Rv1115",0.0105890954609898
"Rv1116",0.00293878124660447
"Rv1116A",0.00744370492983173
"Rv1117",8.38373209234388e-05
"Rv1118c",0.0272132833566684
"Rv1119c",0
"Rv1120c",3.78976437366365e-05
"Rv1121",0.00239482778186741
"Rv1122",0.00742988538535447
"Rv1123c",0.0950786312703122
"Rv1124",0.0632857213487554
"Rv1125",0.00735691948170075
"Rv1126c",0.00191184800261608
"Rv1127c",0.00394358383759804
"Rv1128c",0.00602259174419126
"Rv1129c",0.00270379810266708
"Rv1130",0.32806975595252
"Rv1131",0.112042517413711
"Rv1132",0.0398732803660684
"Rv1133c",0.0151352036268455
"Rv1134",0.000360671217143072
"Rv1135A",0.00284877933232618
"Rv1135c",0.00330728257462981
"Rv1136",0.0124150772045343
"Rv1137c",0.00264252466075619
"Rv1138c",0.00798593650378246
"Rv1139c",0.0127263314938777
"Rv1140",0.0328747034906783
"Rv1141c",0.00331406202483967
"Rv1142c",0.00632605133933486
"Rv1143",0.0557428947792744
"Rv1144",0.0270713593637432
"Rv1145",0.00373344545561494
"Rv1146",0.00182221816788094
"Rv1147",0.00206373064710881
"Rv1148c",0.00923913281965121
"Rv1149",0.121422822142628
"Rv1150",0
"Rv1151c",0.00354609886455523
"Rv1152",0.0164852702238556
"Rv1153c",0.0359025730991613
"Rv1154c",0.0319802893118686
"Rv1155",0.0246383222083359
"Rv1156",0.0380715523213696
"Rv1157c",0.000948704422959019
"Rv1158c",0.0377164489607999
"Rv1159",0.000990078425254322
"Rv1159A",0.000686429216578303
"Rv1160",0.00289865910830847
"Rv1161",0.189997102639423
"Rv1162",0.214103261465547
"Rv1163",0.220991616503312
"Rv1164",0.256424728524296
"Rv1165",0.159719553403509
"Rv1166",0.0712951455510811
"Rv1167c",0.0343815829211598
"Rv1168c",0.195254532349876
"Rv1169c",0.320128908646048
"Rv1170",0.00323877115938656
"Rv1171",0.000388943711745144
"Rv1172c",0.0378278296276635
"Rv1173",0.000341935640030862
"Rv1174c",0.00758264702729628
"Rv1175c",0.0208312601721293
"Rv1176c",0.00192783515941003
"Rv1177",0.000845400967362019
"Rv1178",0.00597082722061301
"Rv1179c",0.000929593022483453
"Rv1180",0.00639921303058939
"Rv1181",0.002523683344938
"Rv1182",0.00125438949207019
"Rv1183",0.000508093569764304
"Rv1184c",0.00138762151255767
"Rv1185c",0.010537826083262
"Rv1186c",0.000795264675826847
"Rv1187",0.116048043897544
"Rv1188",0.178247712017754
"Rv1189",0.0063050999691044
"Rv1190",0.000299944455848376
"Rv1191",0.0202903374037876
"Rv1192",0.0181936813945556
"Rv1193",0.00102631341874221
"Rv1194c",0.0422014544505413
"Rv1195",0.0162345276370509
"Rv1196",0.0182945070163883
"Rv1197",0.00134265428781271
"Rv1198",0.00661356078670138
"Rv1199c",0.000133448700015806
"Rv1200",0.0193597495059579
"Rv1201c",0.0539746402944604
"Rv1202",0.00532085920672961
"Rv1203c",4.48003066500239e-05
"Rv1204c",0.045684387089648
"Rv1205",0.0170965703478469
"Rv1206",0.0375588179372425
"Rv1207",0.0350292832538714
"Rv1208",0.0331853324737658
"Rv1209",0.000359419941173987
"Rv1210",0.00420165649169227
"Rv1211",0.0327838228098651
"Rv1212c",0.0824766010679104
"Rv1213",0.00506640156103808
"Rv1214c",1.81957957510804e-05
"Rv1215c",0.0161494221960828
"Rv1216c",0.0279705115001816
"Rv1217c",0.00915804562364537
"Rv1218c",0.00912152534633503
"Rv1219c",0.00623216138815837
"Rv1220c",0.0937346724279278
"Rv1221",0.0645232377167406
"Rv1222",0.0293385036313878
"Rv1223",0.00331059303669926
"Rv1224",0.011045114193069
"Rv1225c",0.0185079845637393
"Rv1226c",0.00270972011204254
"Rv1227c",0.000817040013472887
"Rv1228",0.0166124358057784
"Rv1229c",0.00149772097800024
"Rv1230c",1.91535500263243e-05
"Rv1231c",0.0590904365850758
"Rv1232c",0.0213446416096056
"Rv1233c",0.0692090471187824
"Rv1234",0.000352437923147144
"Rv1235",0.0105752959147805
"Rv1236",0.00331179925415231
"Rv1237",0.0105075286441343
"Rv1238",0.00592866788250052
"Rv1239c",0.00114385382759106
"Rv1240",0.107557477583962
"Rv1241",0.0135933689865244
"Rv1242",0.00228918780312245
"Rv1243c",5.70299948233681e-06
"Rv1244",6.12697102306365e-06
"Rv1245c",0.0013042790018991
"Rv1246c",0.0482225692367531
"Rv1247c",0.0284736095801381
"Rv1248c",0.00630813248471237
"Rv1249c",0.0137358444541274
"Rv1250",0.00955397065008568
"Rv1251c",0.010586157691976
"Rv1252c",0.00377617258991733
"Rv1253",0.0233774918460171
"Rv1254",0.000247333048228982
"Rv1255c",0.00611320727903904
"Rv1256c",3.66847256490392e-06
"Rv1257c",0.0116310372343277
"Rv1258c",0.00750033411170376
"Rv1259",0.0125225023119641
"Rv1260",0.0843110313745272
"Rv1261c",0.0231071137476781
"Rv1262c",0.00698512158949611
"Rv1263",0.0419514476607544
"Rv1264",0.00421304584579752
"Rv1265",0.000318947145368698
"Rv1266c",0.0429728900230824
"Rv1267c",2.35070116098097e-05
"Rv1268c",1.10659469507985e-06
"Rv1269c",0.0578926566543965
"Rv1270c",0.0815884431088051
"Rv1271c",0.0397744018042
"Rv1272c",0.000188710478560906
"Rv1273c",0.00308200477140705
"Rv1274",0.0441901973634482
"Rv1275",0.0521187979077109
"Rv1276c",0.0242910826835336
"Rv1277",0.000242511601504893
"Rv1278",0.000166032274145498
"Rv1279",0.00170699636516537
"Rv1280c",0.000253607228491709
"Rv1281c",0.000931529654295067
"Rv1282c",0.00357843852318435
"Rv1283c",0.00595294241309694
"Rv1284",0.00224071840825213
"Rv1285",0.0571391659427768
"Rv1286",0.022305409432765
"Rv1287",0.0282121156138757
"Rv1288",0.00279004517867197
"Rv1289",0.0312401186369006
"Rv1290A",2.60119350058691e-05
"Rv1290c",0.00546187310545885
"Rv1291c",0.00686175334979152
"Rv1292",0.00421625419886553
"Rv1293",0.00745615513832209
"Rv1294",0.00104430383864237
"Rv1295",0.000207827537745081
"Rv1296",0.00110485739980415
"Rv1297",0.0453686795270568
"Rv1298",0.0185283003682183
"Rv1299",0.0145400471506229
"Rv1300",0.00541894739748162
"Rv1301",0.00202649458407716
"Rv1302",0.0104854636589348
"Rv1303",0.10364767997289
"Rv1304",0.144473599150656
"Rv1305",0.136486533484688
"Rv1306",0.102843598790481
"Rv1307",0.0814811827288644
"Rv1308",0.0618474772850296
"Rv1309",0.0423945692111134
"Rv1310",0.0502251513092528
"Rv1311",0.0458639943334038
"Rv1312",0.0160013382395072
"Rv1313c",0.00750945414264044
"Rv1314c",6.00283406647479e-05
"Rv1315",0.00328286866382828
"Rv1316c",0.037767231018843
"Rv1317c",0.0253411268249077
"Rv1318c",0.00630127346219615
"Rv1319c",0.00666463766560128
"Rv1320c",0.00326257832203493
"Rv1321",0.0113711603643329
"Rv1322",0.155267022456281
"Rv1322A",0.0281522529537278
"Rv1323",0.00964235198338503
"Rv1324",0.020607222363687
"Rv1325c",0.0334288656747357
"Rv1326c",0.00333696397184198
"Rv1327c",0.0415467628666502
"Rv1328",0.041400144117093
"Rv1329c",0.0123462322227864
"Rv1330c",0.00727828513594824
"Rv1331",0.000553466405910183
"Rv1332",0.0198293883275532
"Rv1333",0.0355950641293867
"Rv1334",0.0341686539286238
"Rv1335",0.0055638522454528
"Rv1336",0.0495765399677122
"Rv1337",0.0145990299561833
"Rv1338",0.0224648893088403
"Rv1339",0.021793111563372
"Rv1340",5.67917627671935e-05
"Rv1341",0.00667651058813819
"Rv1342c",0.00163994856275578
"Rv1343c",0.00566517246688489
"Rv1344",0.00164287115568767
"Rv1345",0.0258594245291438
"Rv1346",0.0240271017015638
"Rv1347c",0.000775621201895887
"Rv1348",0.000456643785418806
"Rv1349",0.00193321721858655
"Rv1350",0.0389579572473628
"Rv1351",0.0127287288762366
"Rv1352",0.00295155585022576
"Rv1353c",0.0828287283655314
"Rv1354c",0
"Rv1355c",0
"Rv1356c",0.0174105714485616
"Rv1357c",0.0789162808977425
"Rv1358",0.0137443674705103
"Rv1359",0.0652634295789029
"Rv1360",0.0101236528789847
"Rv1361c",0.0229590366550294
"Rv1362c",0.00118964678714953
"Rv1363c",0.00017110429430059
"Rv1364c",0.0154485031231124
"Rv1365c",0.0116528036790067
"Rv1366",0.00899818504077638
"Rv1366A",0.00100186701691608
"Rv1367c",1.63142580866897e-05
"Rv1368",0.0421301576147281
"Rv1369c",6.26385755620422e-05
"Rv1370c",0.00139571247489344
"Rv1371",0.00519486996081715
"Rv1372",0.0262899558349102
"Rv1373",0.0170544092129479
"Rv1374c",0.000685358855887653
"Rv1375",0.00141002006101564
"Rv1376",0.0018437003375602
"Rv1377c",0.00994271445706269
"Rv1378c",0.338426858850587
"Rv1379",0.00047172105551918
"Rv1380",0.030595934567959
"Rv1381",0.0501821385604818
"Rv1382",0.0507589698721258
"Rv1383",0.0968408745203644
"Rv1384",0.11277428805959
"Rv1385",0.00748993283720951
"Rv1386",0.103460164961058
"Rv1387",0.159023726656657
"Rv1388",0.0379981906045237
"Rv1389",0.0132619439109093
"Rv1390",0.0353654271907297
"Rv1391",0.0365095669653439
"Rv1392",0.02918534861949
"Rv1393c",0.00485413933843945
"Rv1394c",0.00674708885028685
"Rv1395",6.27796199362603e-05
"Rv1396c",0.0248449110358879
"Rv1397c",0.0861906180938596
"Rv1398c",0.04108797647999
"Rv1399c",0.0125129147257237
"Rv1400c",0.0653344624233547
"Rv1401",0.038543245412056
"Rv1402",0.0572228543267101
"Rv1403c",0.0141474965604219
"Rv1404",0.000220310484796568
"Rv1405c",0.00984048990852636
"Rv1406",0.00222218393960449
"Rv1407",3.61284555397805e-05
"Rv1408",0.0743769178462349
"Rv1409",0.0238266682145638
"Rv1410c",0.00323518949007862
"Rv1411c",0.00327310477932234
"Rv1412",0.00549863372128481
"Rv1413",0.00807090212936145
"Rv1414",0.00718213644330369
"Rv1415",0.0584740566377612
"Rv1416",0.0393381798238854
"Rv1417",0.0276752845293421
"Rv1418",0.00221582200208431
"Rv1419",0.0798491278428557
"Rv1420",0.00314862416156158
"Rv1421",0.00100943841646208
"Rv1422",0.0050309125664688
"Rv1423",0.00111889341165219
"Rv1424c",0.00700840413813545
"Rv1425",0.0430686861809215
"Rv1426c",0.00786735167141164
"Rv1427c",0.0189049467787757
"Rv1428c",0.00155884407030823
"Rv1429",0.00735944600373682
"Rv1430",0.00182144391164209
"Rv1431",0.0186084352189112
"Rv1432",0.00857124932236091
"Rv1433",0.00184373452723184
"Rv1434",0
"Rv1435c",0.00393788128777306
"Rv1436",0.0769724887638984
"Rv1437",0.0547316238630969
"Rv1438",0.047958295808412
"Rv1439c",0.0363241638927317
"Rv1440",0.00484449038234424
"Rv1441c",0.128824772346721
"Rv1442",0.00153364776980413
"Rv1443c",0.00607810132168028
"Rv1444c",0.0191127386043006
"Rv1445c",0.0299585116896665
"Rv1446c",0.0390485306546501
"Rv1447c",0.0347905180498813
"Rv1448c",0.0518795424447844
"Rv1449c",0.0643394334845032
"Rv1450c",0.00523628473914888
"Rv1451",0.000179670896255025
"Rv1452c",8.57512328495948e-06
"Rv1453",0.0134090904768116
"Rv1454c",0.0204256766668187
"Rv1455",0.00872706750764892
"Rv1456c",0.156925301808253
"Rv1457c",0.0167826401283831
"Rv1458c",0.0143169595565197
"Rv1459c",0.0175719676540315
"Rv1460",0.320104769700054
"Rv1461",0.185758513833335
"Rv1462",0.223611491025243
"Rv1463",0.136947666904243
"Rv1464",0.162900073715757
"Rv1465",0.139036009683905
"Rv1466",0.060625885803574
"Rv1467c",0.166941691020571
"Rv1468c",0.0371758161665732
"Rv1469",0.00654973233574134
"Rv1470",0.0115900954721986
"Rv1471",0.000829242069311077
"Rv1472",0.000657037042685536
"Rv1473",0.000100178707655146
"Rv1473A",0.0085900221052206
"Rv1474c",0.0158294391056171
"Rv1475c",0.00030458040702365
"Rv1476",0.0926468099168309
"Rv1477",0.0146132224131922
"Rv1478",0.00538271111716096
"Rv1479",0.00103435142836101
"Rv1480",2.64575553655449e-05
"Rv1481",4.02114863782967e-05
"Rv1482c",0.00432473856648342
"Rv1483",0.0490267595954469
"Rv1484",0.0757109691979077
"Rv1485",0.000368443704693373
"Rv1486c",0.00743327832392025
"Rv1487",0.00532594728855
"Rv1488",0.0261371427493478
"Rv1489",0.0177761392053576
"Rv1489A",0.0239770381062995
"Rv1490",5.72518856773768e-06
"Rv1491c",0.0250818390480579
"Rv1492",8.77637579841064e-05
"Rv1493",0.000484744524481207
"Rv1494",0.00286928301251801
"Rv1495",0.00236937873480087
"Rv1496",0.000307838877620054
"Rv1497",0.0531190018974562
"Rv1498A",0.000287556846915103
"Rv1498c",0.00301634578768229
"Rv1499",0.0485699372871066
"Rv1500",0.0163990617520429
"Rv1501",0.0133378042693406
"Rv1502",0.0301810618724367
"Rv1503c",0.0652026137584928
"Rv1504c",0.0023686430473344
"Rv1505c",0.00349918840170426
"Rv1506c",0.00612087002204931
"Rv1507A",0.000799865414160716
"Rv1507c",0.000214787854803908
"Rv1508A",0.0103689119719592
"Rv1508c",0.00856759197129227
"Rv1509",0.00175313656536792
"Rv1510",0.00159064485925856
"Rv1511",0.00058091631903302
"Rv1512",0.000291399731811218
"Rv1513",0.00383427982328531
"Rv1514c",0.00196304294417063
"Rv1515c",0.0406720343271166
"Rv1516c",0.030579666379064
"Rv1517",0.000350439467349141
"Rv1518",0.00751154761968218
"Rv1519",0.00754024310428259
"Rv1520",0.00592044557692444
"Rv1521",0.00307965615225998
"Rv1522c",0.0481242081825857
"Rv1523",0.00693631044674588
"Rv1524",0.0116560001547205
"Rv1525",0.0126947406329502
"Rv1526c",0.00500622343307034
"Rv1527c",0.00125526614080414
"Rv1528c",0.0152753546411252
"Rv1529",0.00010682020987678
"Rv1530",0.00509231277473625
"Rv1531",0.0151061594352257
"Rv1532c",0.00515141832810483
"Rv1533",0.0492764952349234
"Rv1534",0.0130259290235518
"Rv1535",0.0374696677752655
"Rv1536",1.28764937570329e-05
"Rv1537",0.0083730573357777
"Rv1538c",0.0109925962284322
"Rv1539",0.0509374502715855
"Rv1540",0.0554038801855805
"Rv1541c",0.0445095978952353
"Rv1542c",0.414052521879941
"Rv1543",0.178891924838317
"Rv1544",0.179160355078488
"Rv1545",0.132734385200424
"Rv1546",0.0381954122702088
"Rv1547",0.035933492159904
"Rv1548c",6.42653441814431e-05
"Rv1549",0.00971112048474855
"Rv1550",0.00327207730049348
"Rv1551",0.000114335220869907
"Rv1552",0.000297467687380738
"Rv1553",0.011647398958408
"Rv1554",0.0182209401898652
"Rv1555",0.0602644188679751
"Rv1556",4.48444616165184e-05
"Rv1557",0.0419638339730735
"Rv1558",2.20276811992062e-06
"Rv1559",0.0102758305177936
"Rv1560",0.0157812152377686
"Rv1561",0.0079806716850867
"Rv1562c",0.000922884263409757
"Rv1563c",0.00144600112725794
"Rv1564c",0.000463572181941585
"Rv1565c",0.000668678623603268
"Rv1566c",0.00222513330645928
"Rv1567c",0.0173035807906198
"Rv1568",0.0179890947065818
"Rv1569",0.039744674106861
"Rv1570",0.0145888242256158
"Rv1571",0.0135886031194547
"Rv1572c",0
"Rv1573",0.0511939527856789
"Rv1574",0.00248417749431774
"Rv1575",0.00130547022757318
"Rv1576c",0.00741911095431257
"Rv1577c",0.0204705388288422
"Rv1578c",0.00440992597365691
"Rv1579c",0.0148006089171801
"Rv1580c",0.00116776854251988
"Rv1581c",0.00818440899722034
"Rv1582c",0.000878311340313889
"Rv1583c",0.00483499735015305
"Rv1584c",0.0332219242504718
"Rv1585c",3.06457678765601e-05
"Rv1586c",3.34041801413398e-05
"Rv1587c",0.000762584802996486
"Rv1588c",0.0924552839655751
"Rv1589",0.0206682399222797
"Rv1590",0.00862663763127429
"Rv1591",0.00145965484119448
"Rv1592c",0.000139391464473653
"Rv1593c",0.0343515172485007
"Rv1594",0.0858850936466872
"Rv1595",0.0230354759388672
"Rv1596",0.014572184399711
"Rv1597",0.000456382080619371
"Rv1598c",0.000301170270722791
"Rv1599",0.162802389697917
"Rv1600",0.184456018373458
"Rv1601",0.0813486680352671
"Rv1602",0.138935775822563
"Rv1603",0.0853104294671388
"Rv1604",0.0837161688352641
"Rv1605",0.0986280703807425
"Rv1606",0.104151930677659
"Rv1607",0.0030002946188246
"Rv1608c",0.0234263322252832
"Rv1609",0.0282197210188346
"Rv1610",0.0178181084137468
"Rv1611",0.000397578393110865
"Rv1612",5.99046396848337e-05
"Rv1613",0.00133501346073445
"Rv1614",0.000288336702268388
"Rv1615",0.00473131463849867
"Rv1616",0.0106025496039236
"Rv1617",0.0126939011587763
"Rv1618",0.00581893360644762
"Rv1619",0.0125673784936214
"Rv1620c",0.00776460272594965
"Rv1621c",0.00195991222940779
"Rv1622c",0.00290563605235306
"Rv1623c",0.00795274631112362
"Rv1624c",0.086104936421139
"Rv1625c",3.81341227519166e-05
"Rv1626",0.00424641872269952
"Rv1627c",9.0197879288767e-05
"Rv1628c",0.00427386334766756
"Rv1629",0.03665734432379
"Rv1630",0.00338406499171678
"Rv1631",0.000318039438374116
"Rv1632c",0.000129230096376094
"Rv1633",0.00137990518881944
"Rv1634",0.00471013059222288
"Rv1635c",0.07227016798355
"Rv1636",0.0106664715821332
"Rv1637c",0.00549119661796127
"Rv1638",0.00299727544866173
"Rv1638A",0.0100221247554763
"Rv1639c",1.23351353957556e-05
"Rv1640c",0.00200994519712999
"Rv1641",0.0134157047265415
"Rv1642",0.00796618330516503
"Rv1643",0.00998780563188392
"Rv1644",0.00329075786644422
"Rv1645c",0.00570606416947153
"Rv1646",0.075288131143323
"Rv1647",0.0857936331740474
"Rv1648",0.0361726953597391
"Rv1649",7.52605970299064e-05
"Rv1650",0.0030210277008636
"Rv1651c",0.00297179783353651
"Rv1652",0.0271566745682461
"Rv1653",0.0316134764220846
"Rv1654",0.0489817453085547
"Rv1655",0.0730105334742812
"Rv1656",0.0965071610476493
"Rv1657",0.09340542539166
"Rv1658",0.0694565314065937
"Rv1659",0.0811157201574275
"Rv1660",0.00101203355963346
"Rv1661",0.00967458853166302
"Rv1662",0.0288611311422973
"Rv1663",0.000648459923008464
"Rv1664",0.000158784557263229
"Rv1665",0.000236282178836207
"Rv1666c",0.0201849567217857
"Rv1667c",0.0171595655109224
"Rv1668c",0.113561534589928
"Rv1669",0.00898010776768713
"Rv1670",6.52714817383342e-07
