"","x"
"Rv0204c",0.000603800918822347
"Rv0205",0.000215733742329265
"Rv0206c",0.00092514029469336
"Rv0207c",0.0176454812995091
"Rv0208c",0.079526219886752
"Rv0209",0.0707683695388931
"Rv0210",0.151932020497228
"Rv0211",0.00432000636980099
"Rv0212c",0.000686335615161447
"Rv0213c",0.0227856147720746
"Rv0214",1.22496811506512e-07
"Rv0215c",0.0745322141594341
"Rv0216",0.0176502438498546
"Rv0217c",0.0152585082365728
"Rv0218",0.00297351488413773
"Rv0219",0.0129775768654405
"Rv0220",0.0478317094337427
"Rv0221",0.00664031626624855
"Rv0222",0.00735205976998149
"Rv0223c",0.00395136155883267
"Rv0224c",0.043598243524974
"Rv0225",0.0389363987537364
"Rv0226c",0.0148225651447425
"Rv0227c",0.0499521482153803
"Rv0228",0.00814661319355755
"Rv0229c",0.00418306203736388
"Rv0230c",0.0294338907078665
"Rv0231",0.136759319581878
"Rv0232",0.00118900801424023
"Rv0233",0.000777040851885943
"Rv0234c",0.0387658652786133
"Rv0235c",0.019408606959315
"Rv0236A",0
"Rv0236c",0.0214931582414455
"Rv0237",0.0370062677995576
"Rv0238",1.0365067807045e-05
"Rv0239",0.00305216465603906
"Rv0240",0.00762137929739551
"Rv0241c",0.110527090408587
"Rv0242c",0.117045377246878
"Rv0243",0.105184924299868
"Rv0244c",0.0241725006179108
"Rv0245",0.0127194142894173
"Rv0246",0.0098034956695106
"Rv0247c",0.00912919895790249
"Rv0248c",0.00934916652669198
"Rv0249c",0.0134485086189313
"Rv0250c",0.0107165207407207
"Rv0251c",0.0547882104788123
"Rv0252",0.59428823630382
"Rv0253",0.285672967371461
"Rv0254c",0.0880784621480503
"Rv0255c",0.128864670214064
"Rv0256c",0.00841920670179989
"Rv0257",0.00493706726174202
"Rv0258c",0.0560141980598385
"Rv0259c",0.294762139494539
"Rv0260c",0.450320355959336
"Rv0261c",0.200972539423356
"Rv0262c",0.0443849586416306
"Rv0263c",0.0179898740325528
"Rv0264c",0.00881136682717314
"Rv0265c",0.00989319173807286
"Rv0266c",0.00102941185789513
"Rv0267",0.00161685177283259
"Rv0268c",0.0610590998875246
"Rv0269c",0.000172488179571094
"Rv0270",0.0699712767304801
"Rv0271c",0.00690913768623516
"Rv0272c",0.0388335557689272
"Rv0273c",0.0119953156641206
"Rv0274",0.0214805076601414
"Rv0275c",0.128430439588945
"Rv0276",0.0923431385947017
"Rv0277A",0.0130078928515011
"Rv0277c",0.00291692685913874
"Rv0278c",0.0169625336083572
"Rv0279c",0.00139459663616802
"Rv0280",0.000258336510540482
"Rv0281",0.0193347830717487
"Rv0282",0.0020481174285025
"Rv0283",1.16918237048679e-05
"Rv0284",7.17754545277335e-05
"Rv0285",0.0040401081820042
"Rv0286",8.28771975760832e-06
"Rv0287",7.63129952509643e-07
"Rv0288",0.000963414469302166
"Rv0289",0.000875179164873582
"Rv0290",0.000843421570094433
"Rv0291",0.00097725642760554
"Rv0292",0.00309293146688538
"Rv0293c",0.0108476733299278
"Rv0294",0.000918340136197667
"Rv0295c",0.0171122056757209
"Rv0296c",0.024629131504612
"Rv0297",0.0621470384756376
"Rv0298",0.0174202894248091
"Rv0299",0.0123366835222324
"Rv0300",0.00244293050575222
"Rv0301",0.000333540850058285
"Rv0302",0.00703393738955739
"Rv0303",0.0016256468892609
"Rv0304c",0.0451367484823838
"Rv0305c",0.0146183421919008
"Rv0306",0.0254091782006429
"Rv0307c",0.0428017331208374
"Rv0308",0.269530183869974
"Rv0309",0.00104241821981453
"Rv0310c",0.00892419597144717
"Rv0311",3.89105794228853e-05
"Rv0312",3.76435445729154e-07
"Rv0313",0.0162763933634082
"Rv0314c",0.00126852582399877
"Rv0315",0.029923988496145
"Rv0316",0.000687621377148433
"Rv0317c",0.04697354722288
"Rv0318c",0.0684378129629232
"Rv0319",0.0149831296262395
"Rv0320",0.00356877994772817
"Rv0321",0.000456786729540985
"Rv0322",0.0156521134296938
"Rv0323c",0.000540074819493557
"Rv0324",0.000105355322533231
"Rv0325",1.51620840507955e-05
"Rv0326",0.00562935211613562
"Rv0327c",0.000570872694292572
"Rv0328",0.000982045041145902
"Rv0329c",0.00245666699917742
"Rv0330c",0.00839480164933929
"Rv0331",0.00565663049713303
"Rv0332",0.09612082428008
"Rv0333",0.132758056616221
"Rv0334",0.0532519352688188
"Rv0335c",0.00751950681680558
"Rv0336",0.097110882702445
"Rv0337c",0.00157108457340674
"Rv0338c",0.0038345360052972
"Rv0339c",0.00314814909595645
"Rv0340",0.055136136423233
"Rv0341",0.399739472140818
"Rv0342",0.135974978211037
"Rv0343",0.0263266765807536
"Rv0344c",0.000310069198968706
"Rv0345",0.0380559156961032
"Rv0346c",0.0637612204512285
"Rv0347",0.00354032540041918
"Rv0348",0.000645060769927849
"Rv0349",0.0022532162787964
"Rv0350",0.00327494503428754
"Rv0351",0.00558968639430726
"Rv0352",0.00431730206852018
"Rv0353",0.000857240780776308
"Rv0354c",0.0330081283450526
"Rv0355c",0.0583293908786736
"Rv0356c",0.00031554181207901
"Rv0357c",0.00137190211894666
"Rv0358",0.00732267560689261
"Rv0359",0.0215668400410713
"Rv0360c",0.0158231187522439
"Rv0361",0.000132815874585314
"Rv0362",0.0864897013597191
"Rv0363c",0.0668773128629041
"Rv0364",0.0133972468329422
"Rv0365c",0.00601499652764138
"Rv0366c",0.0546694760217573
"Rv0367c",0.058266601215091
"Rv0368c",0.0118758874847338
"Rv0369c",0.000887546586192269
"Rv0370c",0.019460926920824
"Rv0371c",0.0270272055242815
"Rv0372c",0.0249941985528247
"Rv0373c",0.00470825183971794
"Rv0374c",0.00668344796721734
"Rv0375c",0.00305877339134395
"Rv0376c",0.0167114343497013
"Rv0377",0.017532659381463
"Rv0378",0.0184462773802622
"Rv0379",0.0048373837831964
"Rv0380c",0.00930578128522721
"Rv0381c",0.013350556923646
"Rv0382c",0.0016786723976571
"Rv0383c",0.00340109786048152
"Rv0384c",0.00849388404573064
"Rv0385",0.0178891025932164
"Rv0386",0.0219177432417596
"Rv0387c",0.00557027792978897
"Rv0388c",0.0268411512458809
"Rv0389",0.0237419731621559
"Rv0390",0.00476588943512564
"Rv0391",0.00200265491543512
"Rv0392c",0.000238211048333217
"Rv0393",0.0416538923859014
"Rv0394c",0.0755192232463122
"Rv0395",0.0139901316917706
"Rv0396",0.0146184308539191
"Rv0397",0.00132673647764877
"Rv0397A",0.0381609546888344
"Rv0398c",0.0484810677368188
"Rv0399c",0.00219268345950635
"Rv0400c",0.000647243472874844
"Rv0401",0.0586500460626814
"Rv0402c",0.0100286168625625
"Rv0403c",0.0242040656930335
"Rv0404",0.000546795340777915
"Rv0405",0.0197197048465906
"Rv0406c",0.0601853133395124
"Rv0407",0.0824957937615063
"Rv0408",0.051456013792266
"Rv0409",0.0438534074794055
"Rv0410c",0.073220042652898
"Rv0411c",0.047976998700826
"Rv0412c",0.0109556380419427
"Rv0413",0.0154038605248578
"Rv0414c",0.00408314024385236
"Rv0415",0.0378101667433879
"Rv0416",0.00503176664959318
"Rv0417",0.0426273273779945
"Rv0418",0.0266785802954248
"Rv0419",0.00210170742445807
"Rv0420c",0.0304697004050176
"Rv0421c",0.00376446859196729
"Rv0422c",0.000906960111986664
"Rv0423c",0.0124080764915872
"Rv0424c",0.0753566273218172
"Rv0425c",0.0483203104756824
"Rv0426c",0.105435513333843
"Rv0427c",0.0149802195656153
"Rv0428c",0.0419877217965737
"Rv0429c",0.0488064580990534
"Rv0430",0.0438818425498422
"Rv0431",0.041791908498072
"Rv0432",0.0445144508734458
"Rv0433",0.0247150788521414
"Rv0434",0.00996782194043863
"Rv0435c",1.36515312342132e-05
"Rv0436c",0.00286198637836069
"Rv0437c",5.56810999412488e-05
"Rv0438c",0.00171449942395343
"Rv0439c",0.0829638123981066
"Rv0440",0.0107686334102162
"Rv0441c",0.00954178348068074
"Rv0442c",0.0332947136421132
"Rv0443",0.118299735428602
"Rv0444c",0.0200083495226806
"Rv0445c",0.00918483053755757
"Rv0446c",0.0924761577264901
"Rv0447c",0.0167648868534662
"Rv0448c",0.0215727604312544
"Rv0449c",0.0125952979694892
"Rv0450c",0.0033463622469975
"Rv0451c",0.0013073791098961
"Rv0452",0.0111293339924789
"Rv0453",0.00769481748295245
"Rv0454",0.00923243217722155
"Rv0455c",0.00391314193327743
"Rv0456A",0.0686333719682043
"Rv0456B",0
"Rv0456c",0.00900229635945411
"Rv0457c",0.0441509269529764
"Rv0458",0.0850067200132976
"Rv0459",0.00142343081129469
"Rv0460",0.0444974448440452
"Rv0461",0.0274200092843884
"Rv0462",0.0143181078916541
"Rv0463",0.00264494599872866
"Rv0464c",0.0106613445092253
"Rv0465c",2.09707733402979e-05
"Rv0466",0.0592288163299218
"Rv0467",0.0512871816463421
"Rv0468",0.000845143218284594
"Rv0469",0.0195390504573638
"Rv0470A",0.0131282860170686
"Rv0470c",0.00516661347960209
"Rv0471c",0.0260200162117425
"Rv0472c",0.0169868259253886
"Rv0473",0.0112879897073435
"Rv0474",0.000101745254049598
"Rv0475",0.0222738062684714
"Rv0476",0.0131580122849557
"Rv0477",0.0107829652844921
"Rv0478",0.0113741782986149
"Rv0479c",0.000822642519851592
"Rv0480c",0.00104343668338263
"Rv0481c",0.0118480690114003
"Rv0482",0.0418668562466776
"Rv0483",0.0265727583857076
"Rv0484c",0.00534724387163196
"Rv0485",0.0115955557388948
"Rv0486",0.00337723415014156
"Rv0487",0.00285691250777502
"Rv0488",0.0117161847009259
"Rv0489",0.019746999751653
"Rv0490",0.0548276865860125
"Rv0491",0.0592013530131188
"Rv0492A",0.00102070175254354
"Rv0492c",0.0270246516502504
"Rv0493c",0.00615720972656362
"Rv0494",0.0150446244093514
"Rv0495c",3.85833149175342e-07
"Rv0496",0.0180093660336074
"Rv0497",0.000252554014139503
"Rv0498",0.000126316812137127
"Rv0499",0.0143337068997708
"Rv0500",0.0279818686393773
"Rv0500A",0.000431526501369329
"Rv0500B",0
"Rv0501",0.0378775697168452
"Rv0502",0.0493970547553602
"Rv0503c",0.0061455281770932
"Rv0504c",6.18932151705997e-05
"Rv0505c",0.00956215913389779
"Rv0506",0.00514252156635285
"Rv0507",0.00158757847625494
"Rv0508",0.00684809195527474
"Rv0509",0.00177127193839244
"Rv0510",0.00508424472342704
"Rv0511",0.00850508821312461
"Rv0512",0.00878222561609238
"Rv0513",4.07550466352859e-06
"Rv0514",0.0012173061287655
"Rv0515",0.0654274969489742
"Rv0516c",0.00799865861554172
"Rv0517",0.00726956728089682
"Rv0518",0.000633467728119465
"Rv0519c",0.0346559729520679
"Rv0520",0.0788677850084383
"Rv0521",0.012816514968832
"Rv0522",0.00232102163235453
"Rv0523c",0.0238399542416586
"Rv0524",0.00336529911539928
"Rv0525",0.0049049380103483
"Rv0526",0.00321336967104667
"Rv0527",0.00293916480508126
"Rv0528",0.00156163820110076
"Rv0529",0.00241632204524093
"Rv0530",0.000313636807698154
"Rv0530A",0
"Rv0531",1.15697360819441e-05
"Rv0532",0.0266847343580126
"Rv0533c",0.0144361673110625
"Rv0534c",0.0323844146747237
"Rv0535",6.64361609200519e-05
"Rv0536",0.00400090186264586
"Rv0537c",0.00653782179520534
"Rv0538",0.00507833454098015
"Rv0539",0.0309086708865527
"Rv0540",0.0287419941974218
"Rv0541c",0.00941733135572569
"Rv0542c",0.00135069932823197
"Rv0543c",0.00459339715517955
"Rv0544c",0.00788642326834977
"Rv0545c",0.0296803006198195
"Rv0546c",0.0823977985627994
"Rv0547c",0.00737349138584162
"Rv0548c",0.0995206979580293
"Rv0549c",0.0617314174600174
"Rv0550c",5.45203504450235e-07
"Rv0551c",0.0118141467721528
"Rv0552",0.00893729424971378
"Rv0553",0.000874821076727105
"Rv0554",0.0147377647477805
"Rv0555",0.00179075552401775
"Rv0556",0.00450619405064262
"Rv0557",0.00805820006265335
"Rv0558",0.0402245155582359
"Rv0559c",0.00476991156891314
"Rv0560c",0.00760962470237373
"Rv0561c",0.0395509705091337
"Rv0562",0.0235919814026524
"Rv0563",0.0169180390013678
"Rv0564c",0.000608935860608004
"Rv0565c",0.0279719370361301
"Rv0566c",0.189258658813083
"Rv0567",0.00238170137936754
"Rv0568",5.57371474789539e-05
"Rv0569",0.00726235067936683
"Rv0570",0.0216300202949634
"Rv0571c",0.00265719127522235
"Rv0572c",0.0330343214958276
"Rv0573c",0.00821235203053256
"Rv0574c",0.0236130629486057
"Rv0575c",0.000214513987218109
"Rv0576",0.00038800762573855
"Rv0577",0.000425007021422298
"Rv0578c",0.0391859311080549
"Rv0579",0.0116809407183442
"Rv0580c",0.0188019406638701
"Rv0581",0.00844544599963518
"Rv0582",0.0165369957098978
"Rv0583c",0.00338074694054833
"Rv0584",6.29868156838277e-07
"Rv0585c",0.0210878983340241
"Rv0586",0.103253473454113
"Rv0587",0.10805472258318
"Rv0588",0.043714155342759
"Rv0589",0.065642211957991
"Rv0590",0.0527838988890436
"Rv0590A",0.0302570979163425
"Rv0591",0.00296659120775592
"Rv0592",0.000652389527359984
"Rv0593",0.000290893223033815
"Rv0594",0.0102482686447004
"Rv0595c",0.000539320648318755
"Rv0596c",0.00099898142839046
"Rv0597c",0.0240221831208776
"Rv0598c",0.01438435711158
"Rv0599c",0.00995641061425698
"Rv0600c",0.029988974613255
"Rv0601c",0.0487192315330086
"Rv0602c",0.0136572038484651
"Rv0603",0.0215856682083597
"Rv0604",0.0335450567428536
"Rv0605",0.00039430664783316
"Rv0606",0.000270934301475935
"Rv0607",0.00300406121812885
"Rv0608",0.0493692241272959
"Rv0609",0.0109258756247491
"Rv0609A",0.00591172314077576
"Rv0610c",0.0299062390985379
"Rv0611c",0.0107589434489113
"Rv0612",0.00463462909403795
"Rv0613c",0.0563341200539713
"Rv0614",0.0163808888798357
"Rv0615",0.0554363398059872
"Rv0616A",0.0118574360988749
"Rv0616c",0.0276310678139136
"Rv0617",0.00320781892835822
"Rv0618",0.0202398725262583
"Rv0619",0.00236506418547054
"Rv0620",0.0185421263184157
"Rv0621",0.000121728102578155
"Rv0622",0.0174424991132281
"Rv0623",0.0104509448389379
"Rv0624",0.00154907681222655
"Rv0625c",0.00703764609505239
"Rv0626",0.004994524836017
"Rv0627",0.0150543711111642
"Rv0628c",0.132589195064689
"Rv0629c",0.072023040702665
"Rv0630c",0.0762209628844206
"Rv0631c",0.0816275986307341
"Rv0632c",0.0147131750806289
"Rv0633c",0.000687635697438294
"Rv0634A",0.0162627905679991
"Rv0634B",0
"Rv0634c",0.00208168503826348
"Rv0635",0.000977735242511934
"Rv0636",0.000227806649818195
"Rv0637",0.00171259835707761
"Rv0638",0.00482533691540331
"Rv0639",0.000192501803682344
"Rv0640",0.00251408148055086
"Rv0641",0.00263750191084308
"Rv0642c",0.0187320402836526
"Rv0643c",0.0184291536612373
"Rv0644c",0.0180013416256333
"Rv0645c",1.04034686640547e-07
"Rv0646c",0.000740187463796504
"Rv0647c",5.12231117613689e-06
"Rv0648",0.0407767401199501
"Rv0649",0.0331865496833059
"Rv0650",0.0499086793814203
"Rv0651",0.00389678230715337
"Rv0652",0.0332319034969111
"Rv0653c",0.000764009697444815
"Rv0654",0.0245883548343466
"Rv0655",0.00316055885871526
"Rv0656c",0.0211881645874031
"Rv0657c",0
"Rv0658c",0.0115108003260675
"Rv0659c",0.00662653551736833
"Rv0660c",0.00756042056215644
"Rv0661c",0.00118336762404761
"Rv0662c",0.00074366158226228
"Rv0663",0.0308645479517528
"Rv0664",0.00845369527333133
"Rv0665",0.0082526319706187
"Rv0666",0
"Rv0667",0.0113227209077577
"Rv0668",0.0397086564069941
"Rv0669c",0.0207079014560065
"Rv0670",1.50565647414852e-06
"Rv0671",0.0189226567870279
"Rv0672",0.00376192084749022
"Rv0673",0.00330928890103736
"Rv0674",0.000331425499094741
"Rv0675",0.00295635534446686
"Rv0676c",0.0477407378731797
"Rv0677c",0.0499515020413585
"Rv0678",0.0313338159615571
"Rv0679c",0.00663779434427513
"Rv0680c",0.0162583592859173
"Rv0681",0.000286498942398841
"Rv0682",7.76090041621906e-05
"Rv0683",0.00176932927541177
"Rv0684",0.00929662520415991
"Rv0685",0.025633312000302
"Rv0686",0.0161483546941744
"Rv0687",0.00576301293462238
"Rv0688",0.0275488591757026
"Rv0689c",0.0017800181455369
"Rv0690c",0.0305700523200658
"Rv0691A",2.33946848927422e-05
"Rv0691c",0.0158018615204313
"Rv0692",0.000265934847121067
"Rv0693",0.00053293178814194
"Rv0694",0.00775833219370129
"Rv0695",2.38516700108204e-05
"Rv0696",0.000128319933984149
"Rv0697",0.0450483036054656
"Rv0698",0.000966673025086578
"Rv0699",0.00569377358857146
"Rv0700",0.00131098918777053
"Rv0701",0.014176755310656
"Rv0702",0.0192096168088022
"Rv0703",0.0164226647526009
"Rv0704",0.0169488140497592
"Rv0705",0.0220098873365279
"Rv0706",0.0175853895298858
"Rv0707",0.0214946691325616
"Rv0708",0.0276116564398005
"Rv0709",0.0420659651627232
"Rv0710",0.0555996163980225
"Rv0711",0.000506309350317091
"Rv0712",1.44061946459626e-05
"Rv0713",4.11102967272279e-05
"Rv0714",0.00463895802754921
"Rv0715",0.0060667473549378
"Rv0716",0.0153587632137288
"Rv0717",0.00650870065928903
"Rv0718",0.0094298800822022
"Rv0719",0.00347152605614912
"Rv0720",0.0102080283207209
"Rv0721",0.0216533529143616
"Rv0722",0.0221738553222578
"Rv0723",0.0416939972450737
"Rv0724",0.022977426302018
"Rv0724A",0.0381220565604885
"Rv0725c",0.104712063165582
"Rv0726c",0.0693438278717128
"Rv0727c",0.00567678806329966
"Rv0728c",0.00173957303103184
"Rv0729",0.0305139819326143
"Rv0730",0.0289592207652226
"Rv0731c",0.0193809291688354
"Rv0732",0.0227710147041282
"Rv0733",0.0297540468773785
"Rv0734",0.00290630813492321
"Rv0735",0.0331750806581321
"Rv0736",0.00835009462701494
"Rv0737",0.0117387929876814
"Rv0738",0.0159139468986625
"Rv0739",0.00462430469788978
"Rv0740",0.000359668033259992
"Rv0741",0.0271642174545078
"Rv0742",0.0392618006198733
"Rv0743c",0.000933373188031794
"Rv0744c",0.00191523222326934
"Rv0745",0.00708252364844299
"Rv0746",0.12161653405776
"Rv0747",0.0288617292177084
"Rv0748",0.0467849435429549
"Rv0749",0.0119089466575797
"Rv0749A",0
"Rv0750",0.0306243141503533
"Rv0751c",0.00149175657283765
"Rv0752c",0.0002726745131293
"Rv0753c",0.00493060028227446
"Rv0754",0.0106756551829193
"Rv0755A",1.03887806438796e-05
"Rv0755c",0.0229394320248593
"Rv0756c",0.00790162193062599
"Rv0757",4.97527798931429e-05
"Rv0758",0.0121980175763117
"Rv0759c",0.00264739042351077
"Rv0760c",0.00466002668518734
"Rv0761c",0.0149036297353106
"Rv0762c",0.00761843378881807
"Rv0763c",0.00516730671739008
"Rv0764c",0.00771207992192071
"Rv0765c",0.0201074032363734
"Rv0766c",0.011107352448845
"Rv0767c",0.0138200413594706
"Rv0768",0.00315803671947235
"Rv0769",0.000184775420189982
"Rv0770",0.0104191478286071
"Rv0771",0.012913813363542
"Rv0772",0.0251730036812698
"Rv0773c",0.0470941093912105
"Rv0774c",0.0784793918906051
"Rv0775",0.00759761378753823
"Rv0776c",0.0155750605812021
"Rv0777",0.0114151400030596
"Rv0778",0.00469638619348984
"Rv0779c",0.0295664043692229
"Rv0780",0.0663173007242636
"Rv0781",0.0890432979132711
"Rv0782",0.110726143365467
"Rv0783c",0.00229696284529316
"Rv0784",0.184824366984611
"Rv0785",0.000168235606813844
"Rv0786c",0.000711520304983824
"Rv0787",0.000725416550081525
"Rv0787A",0.0132055862750094
"Rv0788",0.00721262196083737
"Rv0789c",0.0151806415216223
"Rv0790c",0.000254249254477047
"Rv0791c",0.0124178443950553
"Rv0792c",0.0109825226278511
"Rv0793",0.00018211018161139
"Rv0794c",0.0752121654064337
"Rv0795",0.00139571247489344
"Rv0796",6.26385755620422e-05
"Rv0797",0.00469681905006398
"Rv0798c",0.0645523153136776
"Rv0799c",0.0310572555085368
"Rv0800",0.142651859058944
"Rv0801",0.100672508996971
"Rv0802c",0.0113891076249361
"Rv0803",0.0298086687389528
"Rv0804",0.00316548883782295
"Rv0805",0.00753924420803569
"Rv0806c",0.09813176043208
"Rv0807",0.181160310396797
"Rv0808",0.0425155174295614
"Rv0809",0.0353189779260968
"Rv0810c",0.00434888894842629
"Rv0811c",0.0265523461093841
"Rv0812",0.000170045276911535
"Rv0813c",0.0167345442152357
"Rv0814c",0.0120858212001517
"Rv0815c",0.0274181140594295
"Rv0816c",0.0397493823975443
"Rv0817c",0.031825732458166
"Rv0818",0.116660778679423
"Rv0819",0.107802768844689
"Rv0820",0.114357161869394
"Rv0821c",0.000990687980219739
"Rv0822c",0.00148599289413265
"Rv0823c",0.00104850102374201
"Rv0824c",0.0329339785680386
"Rv0825c",0.0160761381972479
"Rv0826",0.0261094831673155
"Rv0827c",0.000910732526020296
"Rv0828c",0.000135748134365994
"Rv0829",0.0298954427128869
